chr,region,start,end,strand,gene_name
LT708304.1,SSR88,2701689,2703134,-,BQ2027_MB2460C
LT708304.1,SSR88,2703131,2705323,-,BQ2027_MB2461C
LT708304.1,SSR88,2705804,2706718,+,rbsK
LT708304.1,SSR88,2706950,2707369,+,BQ2027_MB2463
LT708304.1,SSR88,2707366,2709405,-,nadE
LT708304.1,SSR88,2709283,2709561,+,BQ2027_MB2465
LT708304.1,SSR88,2709691,2710821,-,proB
LT708304.1,SSR88,2710821,2712260,-,obg
LT708304.1,SSR88,2712346,2712606,-,rpmA
LT708304.1,SSR88,2712621,2712935,-,rplU
LT708304.1,SSR88,2713283,2714758,+,dctA
LT708304.1,SSR88,2714697,2717558,-,rne
LT708304.1,SSR88,2717888,2718298,-,ndkA
LT708304.1,SSR88,2718341,2718712,-,BQ2027_MB2473C
LT708304.1,SSR88,2718709,2720172,-,folC
LT708304.1,SSR88,2720169,2722799,-,valS
LT708304.1,SSR88,2722887,2724146,-,BQ2027_MB2476C
LT708304.1,SSR88,2724236,2724754,-,rpfE
LT708304.1,SSR88,2724836,2725234,+,BQ2027_MB2478
LT708304.1,SSR88,2725422,2725568,-,BQ2027_MB2479C
LT708304.1,SSR88,2725592,2726197,-,mobA
LT708304.1,SSR88,2726199,2727320,-,BQ2027_MB2481C
LT708304.1,SSR88,2727317,2729278,-,BQ2027_MB2482C
LT708304.1,SSR88,2729510,2730766,-,BQ2027_MB2483C
LT708304.1,SSR88,2730782,2732062,-,clpX
LT708304.1,SSR88,2732353,2733261,+,mmuM
LT708304.1,SSR88,2733428,2734954,+,BQ2027_MB2486
LT708304.1,SSR88,2735105,2735749,-,clpP2
LT708304.1,SSR88,2735746,2736348,-,clpP1
LT708304.1,SSR88,2736465,2737865,-,tig
LT708304.1,SSR88,2737905,2737977,-,BQ2027_PROU
LT708304.1,SSR88,2738115,2738185,+,BQ2027_GLYV
LT708304.1,SSR88,2738229,2739413,+,lipP
LT708304.1,SSR88,2739433,2740239,-,BQ2027_MB2491C
LT708304.1,SSR88,2740245,2740733,-,rpib
LT708304.1,SSR88,2740835,2741458,-,BQ2027_MB2493C
LT708304.1,SSR88,2741560,2744145,+,pepN
LT708304.1,SSR88,2744218,2744721,-,BQ2027_MB2495C
LT708304.1,SSR88,2744672,2744905,-,BQ2027_MB2495A
LT708304.1,SSR88,2744941,2745609,-,BQ2027_MB2496C
LT708304.1,SSR88,2745752,2746138,+,glbO
LT708304.1,SSR88,2746138,2746881,+,aglA
LT708304.1,SSR102,3195372,3198846,-,smc
LT708304.1,SSR102,3198858,3199139,-,acyP
LT708304.1,SSR102,3199126,3199539,-,BQ2027_MB2948C
LT708304.1,SSR102,3199641,3200510,-,fpg
LT708304.1,SSR102,3200814,3201536,-,rnc
LT708304.1,SSR102,3201533,3202156,-,BQ2027_MB2951C
LT708304.1,SSR102,3202207,3202944,-,BQ2027_MB2952C
LT708304.1,SSR102,3203183,3203968,+,tesA
LT708304.1,SSR102,3203955,3204266,+,BQ2027_MB2954
LT708304.1,SSR102,3204682,3206433,+,fadD26
LT708304.1,SSR102,3206430,3212060,+,ppsA
LT708304.1,SSR102,3212057,3216673,+,ppsB
LT708304.1,SSR102,3216670,3223236,+,ppsC
LT708304.1,SSR102,3223233,3223641,+,ppsD
LT708304.1,SSR32,989052,989170,+,BQ2027_MB0912
LT708304.1,SSR32,989205,990326,-,citA
LT708304.1,SSR32,990413,993061,-,BQ2027_MB0914C
LT708304.1,SSR32,993063,993920,-,BQ2027_MB0915C
LT708304.1,SSR32,994318,995805,+,BQ2027_MB0916
LT708304.1,SSR32,995783,996760,-,BQ2027_MB0917C
LT708304.1,SSR32,996989,998170,+,BQ2027_MB0918
LT708304.1,SSR32,998247,999764,+,BQ2027_MB0919
LT708304.1,SSR32,999937,1001232,+,gltA2
LT708304.1,SSR32,1001273,1002880,-,BQ2027_MB0921C
LT708304.1,SSR32,1002906,1003169,-,BQ2027_MB0922C
LT708304.1,SSR32,1003277,1004257,+,ompA
LT708304.1,SSR32,1004270,1004422,+,BQ2027_MB0924
LT708304.1,SSR32,1004422,1004949,+,BQ2027_MB0925
LT708304.1,SSR32,1004966,1006306,-,prrB
LT708304.1,SSR32,1006317,1007027,-,prrA
LT708304.1,SSR32,1007158,1008645,-,accD3
LT708304.1,SSR32,1008672,1009403,+,echA6
LT708304.1,SSR32,1009409,1010527,+,BQ2027_MB0930
LT708304.1,SSR32,1010650,1011231,+,BQ2027_MB0931
LT708304.1,SSR122,4004472,4004898,+,lpqG
LT708304.1,SSR122,4004903,4005553,-,hpt
LT708304.1,SSR122,4005550,4006521,-,mesJ
LT708304.1,SSR122,4006500,4007552,-,BQ2027_MB3650C
LT708304.1,SSR122,4007549,4008934,-,BQ2027_MB3651C
LT708304.1,SSR122,4009072,4009560,+,ppa
LT708304.1,SSR122,4009606,4010703,-,BQ2027_MB3653C
LT708304.1,SSR122,4010824,4012119,+,BQ2027_MB3654
LT708304.1,SSR122,4012163,4012888,+,BQ2027_MB3655
LT708304.1,SSR122,4012885,4013229,+,BQ2027_MB3656
LT708304.1,SSR122,4012903,4015020,+,BQ2027_IS1534
LT708304.1,SSR122,4013440,4014315,+,BQ2027_MB3657
LT708304.1,SSR122,4014316,4015260,-,galE1
LT708304.1,SSR122,4015283,4017058,+,BQ2027_MB3659
LT708304.1,SSR122,4017315,4019432,+,BQ2027_IS1534
LT708304.1,SSR122,4017401,4017748,+,BQ2027_MB3660
LT708304.1,SSR122,4018133,4018633,+,BQ2027_MB3661
LT708304.1,SSR122,4018633,4019379,+,BQ2027_MB3662
LT708304.1,SSR122,4019533,4020099,-,BQ2027_MB3663C
LT708304.1,SSR122,4020155,4021447,-,BQ2027_IS1553
LT708304.1,SSR122,4020169,4021398,-,BQ2027_MB3664C
LT708304.1,SSR122,4021574,4022209,-,fic
LT708304.1,SSR122,4022220,4022414,-,BQ2027_MB3666C
LT708304.1,SSR122,4022809,4023000,+,BQ2027_MB3667
LT708304.1,SSR122,4023014,4023087,-,BQ2027_THRU
LT708304.1,SSR122,4023165,4024370,-,BQ2027_MB3668C
LT708304.1,SSR122,4024456,4026105,+,BQ2027_MB3669
LT708304.1,SSR122,4026102,4028391,-,topA
LT708304.1,SSR6,153863,154320,+,treS
LT708304.1,SSR6,154423,155790,+,mak
LT708304.1,SSR6,155858,156637,+,BQ2027_MB0133
LT708304.1,SSR6,156769,157791,-,fbpC
LT708304.1,SSR6,158038,158493,+,htdz
LT708304.1,SSR6,158506,159849,-,fadE1
LT708304.1,SSR6,159891,160973,-,fgd2
LT708304.1,SSR6,161060,161665,+,BQ2027_MB0138
LT708304.1,SSR6,162834,163439,-,BQ2027_MB0140C
LT708304.1,SSR6,163556,164881,+,cyp138
LT708304.1,SSR6,164902,165450,-,msrA
LT708304.1,SSR6,165513,165602,+,BQ2027_MB0143
LT708304.1,SSR11,309590,309842,-,BQ2027_MB0265C
LT708304.1,SSR11,309839,310984,-,BQ2027_MB0266C
LT708304.1,SSR11,311084,312493,-,narK3
LT708304.1,SSR11,312634,313179,-,aac
LT708304.1,SSR11,313189,314091,-,BQ2027_MB0269C
LT708304.1,SSR11,314108,314740,-,BQ2027_MB0270C
LT708304.1,SSR11,314836,315828,-,BQ2027_MB0271C
LT708304.1,SSR11,315850,319479,-,oplA
LT708304.1,SSR11,319656,321047,+,narU
LT708304.1,SSR11,321089,321598,-,BQ2027_MB0274C
LT708304.1,SSR11,321663,322856,-,BQ2027_MB0275C
LT708304.1,SSR11,322892,324574,+,fadD2
LT708304.1,SSR11,324591,326786,-,fadE6
LT708304.1,SSR11,326900,328033,-,BQ2027_MB0278C
LT708304.1,SSR11,328030,328650,-,BQ2027_MB0279C
LT708304.1,SSR11,328747,329328,+,BQ2027_MB0280
LT708304.1,SSR11,329258,329983,-,BQ2027_MB0281C
LT708304.1,SSR11,330073,330993,+,BQ2027_MB0282
LT708304.1,SSR11,331033,331461,-,vapc25
LT708304.1,SSR11,331827,334433,-,PE_PGRS3a
LT708304.1,SSR11,334697,337330,-,PE_PGRS3
LT708304.1,SSR11,337580,340075,-,PE_PGRS4
LT708304.1,SSR11,340366,341976,+,PPE3
LT708304.1,SSR11,342000,342908,+,BQ2027_MB0289
LT708304.1,SSR11,343132,345027,+,ecca3
LT708304.1,SSR11,345024,346640,+,eccb3
LT708304.1,SSR11,346637,350629,+,eccc3
LT708304.1,SSR11,350626,350934,+,PE5
LT708304.1,SSR11,350937,352478,+,PPE4
LT708304.1,SSR11,352527,352820,+,esxG
LT708304.1,SSR11,352850,353140,+,esxH
LT708304.1,SSR11,353151,354038,+,espg3
LT708304.1,SSR11,354085,355503,+,eccd3
LT708304.1,SSR11,355500,356885,+,mycp3
LT708304.1,SSR11,356882,357877,+,ecce3
LT708304.1,SSR11,357864,359066,-,BQ2027_MB0301C
LT708304.1,SSR11,359173,359958,+,tam
LT708304.1,SSR11,359947,360750,-,stf0
LT708304.1,SSR11,360760,362157,-,BQ2027_MB0304C
LT708304.1,SSR106,3367632,3368297,+,adhC
LT708304.1,SSR106,3368286,3368660,-,BQ2027_MB3072C
LT708304.1,SSR106,3368994,3369278,-,BQ2027_MB3073C
LT708304.1,SSR106,3369376,3370350,-,nrdF2
LT708304.1,SSR106,3370481,3372055,-,BQ2027_MB3075C
LT708304.1,SSR106,3372189,3372929,-,BQ2027_MB3076C
LT708304.1,SSR106,3373057,3375138,-,nrdE
LT708304.1,SSR106,3375204,3375656,-,nrdI
LT708304.1,SSR106,3375691,3375930,-,nrdH
LT708304.1,SSR106,3376393,3376947,-,BQ2027_MB3080C
LT708304.1,SSR106,3377039,3377653,+,BQ2027_MB3081
LT708304.1,SSR106,3377663,3378703,+,dinP
LT708304.1,SSR106,3378757,3379620,-,BQ2027_MB3083C
LT708304.1,SSR106,3379684,3380334,-,BQ2027_MB3084C
LT708304.1,SSR106,3380450,3381928,+,cyp136
LT708304.1,SSR106,3382699,3384171,-,BQ2027_MB3086C
LT708304.1,SSR106,3384220,3386022,-,fadE22b
LT708304.1,SSR106,3386042,3386386,-,fadE22a
LT708304.1,SSR106,3386543,3388066,+,ligB
LT708304.1,SSR106,3388202,3390478,+,cstA
LT708304.1,SSR106,3390784,3391209,-,BQ2027_MB3091C
LT708304.1,SSR106,3391346,3391551,+,mmr
LT708304.1,SDR10,2837451,2837549,+,BQ2027_MB2571
LT708304.1,SDR10,2837676,2838335,+,lppA
LT708304.1,SDR10,2838332,2838991,+,lprR
LT708304.1,SDR10,2838988,2839650,+,lppB
LT708304.1,SDR10,2839647,2839925,+,vapb18
LT708304.1,SDR10,2840018,2840100,+,vapc18
